City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,robertsport,6.7533,-11.3686,27.24,83,26,3.54,LR,1731366056
277,freetown,8.484,-13.2299,27.06,81,24,3.16,SL,1731366058
278,borazjan,29.2666,51.2159,24.88,49,1,0.53,IR,1731366059
279,marsa alam,25.0757,34.8918,22.09,59,0,5.09,EG,1731366060
280,kingston,17.997,-76.7936,28.53,79,20,1.03,JM,1731366001
281,usinsk,65.9939,57.5281,-12.86,100,99,2.54,RU,1731365672
282,shache,38.4167,77.2406,6.88,66,27,1.77,CN,1731366064
283,vytegra,61.0064,36.4481,-0.56,86,100,2.04,RU,1731366065
284,tarnogskiy gorodok,60.4997,43.5761,-1.22,90,91,4.17,RU,1731366066
285,kodiak,57.79,-152.4072,3.01,64,50,2.13,US,1731366067
286,sungai penuh,-2.0833,101.3833,18.95,94,100,1.34,ID,1731366068
287,el granada,37.5027,-122.4694,15.66,79,0,5.14,US,1731366069
288,fisterra,42.9049,-9.2629,15.16,74,18,9.41,ES,1731366070
289,dwarka,22.2394,68.9678,26.96,65,2,4.18,IN,1731366071
290,sur,22.5667,59.5289,26.48,52,3,2.37,OM,1731366072
291,east london,-33.0153,27.9116,16.6,86,2,2.47,ZA,1731365894
292,papao,-17.75,-149.55,27.82,88,99,7.76,PF,1731365502
293,birjand,32.8663,59.2211,5.26,38,0,3.09,IR,1731365920
294,enoch,37.7733,-113.0244,16.75,25,0,3.58,US,1731366077
295,ixtlahuacan del rio,20.8667,-103.25,27.93,27,10,1.78,MX,1731366079
296,vorkuta,67.5,64.0,-13.08,97,100,2.66,RU,1731365654
297,stettler,52.3168,-112.7186,9.49,55,96,7.57,CA,1731366082
298,la ronge,55.1001,-105.2842,1.14,75,100,7.2,CA,1731366083
299,vuktyl,63.8567,57.3094,-7.54,96,100,1.78,RU,1731366084
300,port moresby,-9.4431,147.1797,27.68,78,20,1.03,PG,1731366085
301,vanino,49.0869,140.2543,-3.11,79,100,2.29,RU,1731366087
302,campanha,-21.8361,-45.4006,22.28,65,33,1.09,BR,1731366038
303,usol'ye,59.4268,56.6808,-5.68,90,100,3.44,RU,1731366089
304,dampit,-8.2116,112.7493,23.39,89,97,0.73,ID,1731366090
305,yangquan,37.8575,113.5633,9.93,82,46,0.78,CN,1731366091
306,fort st. john,56.2499,-120.8529,-1.06,93,100,2.57,CA,1731366093
307,okhotsk,59.3833,143.3,-14.13,69,94,9.73,RU,1731366095
308,greymouth,-42.4667,171.2,14.44,54,53,3.01,NZ,1731366097
309,baharly,38.4362,57.4316,13.68,58,100,0.92,TM,1731366098
310,venado tuerto,-33.7456,-61.9688,15.32,26,0,3.62,AR,1731366100
311,kashgar,39.4547,75.9797,6.56,52,20,3.0,CN,1731366101
312,calatayud,41.3535,-1.6432,10.69,85,8,0.47,ES,1731366103
313,san antonio de pale,-1.4014,5.6325,25.94,84,58,4.44,GQ,1731365649
314,cooma,-36.2333,149.1333,20.32,41,45,2.08,AU,1731366105
315,brejinho,-6.1908,-35.3567,22.64,79,99,2.34,BR,1731366106
316,narvik,68.4384,17.4272,4.34,96,97,2.23,NO,1731366107
317,pacific grove,36.6177,-121.9166,13.82,92,40,1.79,US,1731365838
318,burang,30.25,81.1667,-3.08,71,25,2.65,CN,1731365651
319,valparaiso,-33.0393,-71.6273,26.8,43,0,9.26,CL,1731366110
320,tateyama,34.9833,139.8667,17.95,74,67,1.41,JP,1731366111
321,barranca,-10.75,-77.7667,18.8,81,38,4.22,PE,1731366065
322,markovo,57.3206,107.0881,-5.32,91,100,2.0,RU,1731366113
323,ta`u,-14.2336,-169.5144,27.31,74,46,6.54,AS,1731366114
324,zinjibar,13.1287,45.3807,26.67,70,7,3.57,YE,1731366116
325,adelaide,-34.9333,138.6,25.12,59,0,4.63,AU,1731365585
326,puerto deseado,-47.7503,-65.8938,15.05,44,100,4.39,AR,1731366081
327,el calafate,-50.3408,-72.2768,10.8,63,63,6.75,AR,1731366002
328,karamay,45.6004,84.8661,4.97,65,91,0.87,CN,1731366121
329,san rafael del yuma,18.4299,-68.6739,24.19,92,100,1.54,DO,1731366122
330,illizi,26.4833,8.4667,18.89,39,41,1.16,DZ,1731366123
331,grantsville,40.5999,-112.4644,20.16,19,0,9.39,US,1731365904
332,arangaon,18.6667,75.1833,20.04,59,21,3.35,IN,1731366125
333,safi,32.1667,-8.8333,16.69,81,0,3.97,MA,1731366126
334,lazaro cardenas,17.9583,-102.2,28.59,73,18,4.49,MX,1731366127
335,mejit,10.2753,170.8646,28.41,77,63,6.81,MH,1731366128
336,zhangjiakou,40.81,114.8794,4.94,48,0,1.44,CN,1731366129
337,le port,-20.9373,55.2919,22.98,95,34,3.32,RE,1731366130
338,labytnangi,66.6572,66.4183,-17.06,95,99,3.15,RU,1731365948
339,parras de la fuente,25.4167,-102.1833,26.11,39,5,4.13,MX,1731366132
340,ancud,-41.8697,-73.8203,10.89,87,100,4.47,CL,1731366134
341,kayangel,8.0823,134.7173,28.77,70,64,3.12,PW,1731366135
342,agat village,13.3886,144.6585,29.64,87,100,2.79,GU,1731366136
343,port alfred,-33.5906,26.891,17.32,96,2,0.45,ZA,1731366137
344,happy valley-goose bay,53.3168,-60.3315,0.17,64,100,0.0,CA,1731366138
345,corn island,12.1694,-83.0418,27.79,75,76,3.53,NI,1731366139
346,crane,31.3974,-102.3501,23.5,25,83,3.76,US,1731366140
347,bubaque,11.2833,-15.8333,28.99,68,51,3.89,GW,1731366141
348,nantucket,41.2835,-70.0995,15.06,88,0,5.66,US,1731366143
349,rongelap,11.1635,166.8941,28.45,78,39,7.17,MH,1731366144
350,maych'ew,12.7875,39.5422,11.85,81,74,3.75,ET,1731366145
351,tver,56.8619,35.8931,-0.77,83,100,2.02,RU,1731366146
352,al bayda',32.7627,21.7551,15.02,65,3,3.98,LY,1731366147
353,smirnykh,49.75,142.8333,-1.63,64,100,1.3,RU,1731366148
354,awjilah,29.1081,21.2869,19.53,38,97,4.0,LY,1731366149
355,inhambane,-23.865,35.3833,23.72,88,63,2.92,MZ,1731366150
356,ilulissat,69.2167,-51.1,-5.99,79,75,3.09,GL,1731366151
357,douentza,14.9951,-2.9517,25.48,18,0,2.39,ML,1731366152
358,mineiros,-17.5694,-52.5511,24.81,67,44,1.49,BR,1731366153
359,margate,51.3813,1.3862,9.83,83,52,2.68,GB,1731366155
360,ardestan,33.3761,52.3694,13.74,41,8,2.43,IR,1731366156
361,dryden,49.7833,-92.7503,-0.84,80,20,0.0,CA,1731366024
362,severobaykal'sk,55.65,109.3167,-5.95,94,100,1.37,RU,1731366158
363,port saint john's,-31.6229,29.5448,17.92,87,100,1.22,ZA,1731365671
364,hard bargain,26.3167,-77.5667,26.45,83,64,1.31,BS,1731366160
365,paharpur,32.1038,70.9724,20.47,39,0,1.01,PK,1731366161
366,saint-francois,46.4154,3.9054,7.03,93,75,1.54,FR,1731366162
367,saint-pierre,-21.3393,55.4781,22.82,83,0,1.54,RE,1731366163
368,kismayo,-0.3582,42.5454,26.08,86,80,3.6,SO,1731366164
369,adh dhibiyah,24.5014,45.9686,20.0,38,26,2.5,SA,1731366165
370,magadan,59.5667,150.8,-12.76,71,100,4.31,RU,1731366166
371,al bawiti,28.3492,28.8659,16.02,57,92,2.41,EG,1731366167
372,kosh-agach,50.0,88.6667,-4.52,63,90,8.77,RU,1731366168
373,sao jose da coroa grande,-8.8978,-35.1478,25.51,79,87,5.29,BR,1731366169
374,tinghir,31.5157,-5.5343,14.51,54,21,1.6,MA,1731366170
375,iskushuban,10.2837,50.23,22.98,84,20,3.76,SO,1731366171
376,weno,7.4515,151.8468,26.69,85,100,9.35,FM,1731366172
377,emmett,43.8735,-116.4993,9.2,56,100,2.08,US,1731365939
378,timimoun,29.2639,0.231,17.21,45,0,2.57,DZ,1731366175
379,feijo,-8.1642,-70.3536,24.25,91,100,0.92,BR,1731366176
380,kiunga,-6.1219,141.2906,24.77,94,100,0.29,PG,1731366177
381,mossel bay,-34.1831,22.146,16.57,88,6,2.32,ZA,1731366039
382,puerto baquerizo moreno,-0.9,-89.6,24.55,65,20,6.17,EC,1731366180
383,talca,-35.4333,-71.6667,19.03,41,15,6.23,CL,1731365917
384,gamba,-2.65,10.0,24.91,91,95,2.91,GA,1731366182
385,grand-bassam,5.2118,-3.7388,27.98,85,52,2.85,CI,1731366183
386,tomakomai,42.6369,141.6033,-1.92,93,20,1.03,JP,1731366184
387,pyapon,16.2833,95.6833,22.09,95,42,2.46,MM,1731366185
388,fuqing,25.725,119.3794,20.44,87,100,3.58,CN,1731366186
389,garhi khairo,28.0606,67.9803,23.74,19,40,2.55,PK,1731366187
390,geraldton,-28.7667,114.6,15.23,88,0,4.63,AU,1731366188
391,angaur state,6.906,134.13,28.76,70,38,2.13,PW,1731366189
392,half moon bay,37.4636,-122.4286,15.84,77,0,5.14,US,1731366057
393,tabuk,17.4189,121.4443,24.0,94,76,2.25,PH,1731366192
394,naze,28.3667,129.4833,21.51,83,68,4.25,JP,1731366193
395,yaren,-0.5472,166.916,28.28,67,58,5.83,NR,1731366194
396,turiacu,-1.6633,-45.3717,25.4,80,100,2.76,BR,1731366085
397,prakhon chai,14.6059,103.1208,20.7,89,26,2.92,TH,1731366196
398,palikir - national government center,6.9248,158.1611,28.57,75,100,7.97,FM,1731366197
399,huarmey,-10.0681,-78.1522,19.66,80,66,4.22,PE,1731365652
400,mhamid,29.82,-5.72,20.44,35,79,3.52,MA,1731366199
401,cove,7.221,2.3402,24.23,85,40,1.25,BJ,1731366200
402,jinghong,21.991,100.7341,19.51,98,99,0.37,CN,1731366163
403,tongouson,5.0214,120.1328,27.63,78,42,1.06,PH,1731366203
404,catemaco,18.4167,-95.1167,24.06,88,75,2.3,MX,1731366204
405,lan sak,15.4529,99.5761,22.07,88,28,1.08,TH,1731366206
406,antalaha,-14.9003,50.2788,23.31,91,100,2.16,MG,1731366207
407,onokhoy,51.932,108.0747,-8.39,89,100,1.84,RU,1731366209
408,nadym,65.5333,72.5167,-22.03,99,79,4.57,RU,1731366211
409,gorgan,36.8387,54.4348,10.98,82,75,0.0,IR,1731366212
410,ciudad bolivar,8.1222,-63.5497,25.89,87,91,3.1,VE,1731366213
411,ingeniero jacobacci,-41.3427,-69.5448,12.81,35,99,8.55,AR,1731366215
412,morant bay,17.8815,-76.4093,26.88,84,100,2.15,JM,1731366216
413,keflavik,64.0049,-22.5624,10.24,100,100,16.46,IS,1731366217
414,kiruna,67.8557,20.2251,-8.49,93,49,2.57,SE,1731366218
415,bowen,-20.0167,148.2333,26.99,60,12,4.39,AU,1731366219
416,kruisfontein,-34.0033,24.7314,13.76,93,2,2.62,ZA,1731366220
417,kasongo-lunda,-6.4667,16.8167,20.49,97,60,0.79,CD,1731366134
418,rabaul,-4.1967,152.1721,28.74,70,25,2.92,PG,1731366222
419,fukuecho,32.6881,128.8419,19.52,67,7,5.26,JP,1731366223
420,taro,-8.3862,115.28,21.65,95,100,0.58,ID,1731366224
421,as sulayyil,20.4607,45.5779,20.78,34,79,3.28,SA,1731366133
422,mayahi,13.9553,7.6712,24.39,23,0,3.94,NE,1731366226
423,parsabad,39.6482,47.9174,11.95,84,100,3.11,IR,1731366227
424,ararat,39.8317,44.7049,7.74,54,17,2.92,AM,1731366229
425,the pas,53.8251,-101.2541,0.01,86,100,5.66,CA,1731366230
426,eugene,44.0521,-123.0867,11.81,82,100,5.66,US,1731366030
427,agadez,19.75,10.25,19.03,24,0,2.06,NE,1731366233
428,zhezqazghan,47.7833,67.7667,-6.48,66,16,4.44,KZ,1731366234
429,fada,7.25,4.0667,23.28,95,30,0.76,NG,1731366235
430,aral,40.5156,81.2636,7.7,59,14,2.7,CN,1731366236
431,yuzhno-kurilsk,44.0306,145.8556,5.29,62,49,1.68,RU,1731366237
432,berbera,10.4396,45.0143,26.83,67,100,2.67,SO,1731366238
433,pandan,14.0453,124.1694,26.77,86,57,1.52,PH,1731366239
434,tokar,18.4254,37.729,28.48,72,54,6.0,SD,1731366240
435,beas de segura,38.2524,-2.8888,11.84,73,7,2.03,ES,1731366241
436,manokwari,-0.8667,134.0833,27.27,75,67,1.49,ID,1731366242
437,impfondo,1.6381,18.0667,21.69,98,53,1.19,CG,1731366243
438,lakatoro,-16.0999,167.4164,27.68,65,73,3.52,VU,1731366244
439,byron bay,-28.65,153.6167,22.43,91,97,2.22,AU,1731366245
440,souillac,-20.5167,57.5167,24.21,73,40,5.14,MU,1731366246
441,ulladulla,-35.35,150.4667,20.37,74,79,3.18,AU,1731366247
442,sulphur springs,33.1385,-95.6011,22.97,40,0,3.09,US,1731366248
443,ust'-ilimsk,58.0006,102.6619,-1.8,86,100,3.5,RU,1731366249
444,selfoss,63.9331,-20.9971,10.58,98,100,8.88,IS,1731366250
445,kristinestad,62.2743,21.376,5.43,85,100,3.89,FI,1731366252
446,guerrero negro,27.9769,-114.0611,19.96,54,88,7.0,MX,1731365679
447,karystos,38.0133,24.4161,12.37,79,6,3.19,GR,1731366254
448,ocean city,39.2776,-74.5746,17.21,85,0,1.79,US,1731366225
449,ust'-kalmanka,52.1207,83.305,-7.81,87,96,6.72,RU,1731366256
450,komsomolets,53.7453,62.0708,-10.4,93,8,3.16,KZ,1731366257
451,peniche,39.3558,-9.3811,17.34,77,0,4.4,PT,1731366258
452,anaconda,46.1285,-112.9423,9.28,41,100,3.02,US,1731366259
453,howrah,22.5892,88.3103,23.0,83,20,2.57,IN,1731366260
454,cukurca,37.2481,43.6136,8.12,88,43,0.58,TR,1731366261
455,newnham,-41.3833,147.1333,15.53,63,75,3.6,AU,1731366262
456,nar'yan-mar,67.6713,53.087,-7.1,98,96,0.62,RU,1731366263
457,desna,50.9273,30.7605,0.87,88,32,2.07,UA,1731366264
458,luganville,-15.5333,167.1667,27.13,74,99,4.64,VU,1731366265
459,taber,49.8167,-112.1518,10.0,62,100,6.69,CA,1731366009
460,sodankyla,67.4167,26.6,1.0,99,100,1.8,FI,1731366269
461,aldinga beach,-35.2793,138.4604,23.38,70,5,2.61,AU,1731366270
462,mili,6.0815,171.735,28.25,76,95,3.95,MH,1731366271
463,camapua,-19.5314,-54.0439,27.85,56,69,1.24,BR,1731366133
464,chapaev,50.2,51.1667,-2.13,58,8,1.97,KZ,1731366273
465,abasha,42.2096,42.2211,6.12,81,99,1.8,GE,1731366274
466,magistral'nyy,56.1725,107.4458,-5.44,88,100,1.84,RU,1731366275
467,st. john's,47.5649,-52.7093,6.55,86,100,3.6,CA,1731366204
468,anori,-3.7728,-61.6442,27.59,63,93,0.77,BR,1731366082
469,patacamaya,-17.2333,-67.9167,11.66,59,100,4.59,BO,1731366278
470,shahrud,36.4182,54.9763,10.93,47,98,0.69,IR,1731366279
471,pathein,16.7833,94.7333,22.71,94,83,2.09,MM,1731366214
472,marsh harbour,26.5412,-77.0636,26.67,81,49,2.9,BS,1731366281
473,betio village,1.358,172.9211,32.02,67,16,5.05,KI,1731366282
474,baise city,23.8997,106.6133,19.34,80,11,0.26,CN,1731366266
475,bodo,67.28,14.405,3.3,97,75,6.69,NO,1731366285
476,richards bay,-28.783,32.0377,20.29,85,100,2.31,ZA,1731366052
477,koungheul,13.9833,-14.8,28.74,17,100,2.64,SN,1731366287
478,el fasher,13.6279,25.3494,23.24,23,8,3.63,SD,1731366288
479,santa ana,33.7456,-117.8678,21.9,54,40,5.14,US,1731365941
480,kohima,25.6667,94.1167,13.57,84,23,1.5,IN,1731366290
481,mugia,43.1041,-9.2179,14.95,80,33,10.1,ES,1731366291
482,pyrgos,37.6751,21.441,14.44,63,92,3.27,GR,1731366292
483,athlone,53.4333,-7.95,5.48,92,75,1.13,IE,1731366293
484,puerto maldonado,-12.6,-69.1833,29.22,79,0,0.51,PE,1731366294
485,usogorsk,63.4106,48.6872,-0.26,96,100,4.67,RU,1731366295
486,kirensk,57.7853,108.1119,-2.52,89,100,3.55,RU,1731366296
487,progreso,21.2833,-89.6667,26.67,80,7,3.66,MX,1731366297
488,miri,4.4148,114.0089,25.08,94,40,2.57,MY,1731366199
489,kyzyl,51.7,94.45,-2.87,60,86,0.19,RU,1731366299
490,kadhan,24.481,68.9859,23.99,70,31,3.31,PK,1731366300
491,thunder bay,48.4001,-89.3168,0.99,69,40,3.09,CA,1731366005
492,lata,40.1629,-8.3327,10.48,77,0,1.67,PT,1731366303
493,okha,53.5739,142.9478,-4.07,81,100,6.38,RU,1731366304
494,belyy yar,53.6039,91.3903,1.94,69,0,8.0,RU,1731366305
495,glace bay,46.1969,-59.957,12.25,97,100,8.75,CA,1731366306
496,mbekenyera,-10.0,38.9833,21.71,91,0,1.03,TZ,1731366307
497,velke mezirici,49.3552,16.0122,0.96,99,7,0.9,CZ,1731366308
498,alto barinas,8.5931,-70.2261,27.02,71,74,0.96,VE,1731366309
499,sogndal,61.2283,7.1003,5.21,100,100,1.03,NO,1731366310
500,trevelin,-43.0858,-71.4639,6.02,95,100,2.38,AR,1731366311
501,grants,35.1473,-107.8514,15.13,36,0,4.12,US,1731366312
502,katras,23.8,86.2833,21.05,63,0,1.34,IN,1731366313
503,hede,33.7681,120.2517,13.32,79,1,0.78,CN,1731366093
504,dickinson,29.4608,-95.0513,27.26,65,40,3.6,US,1731366315
505,tindouf,27.6711,-8.1474,20.25,26,0,1.54,DZ,1731366316
506,thayetmyo,19.3167,95.1833,21.62,92,31,1.63,MM,1731366317
507,saint-joseph,-21.3667,55.6167,22.21,84,31,4.75,RE,1731366319
508,miami,25.7743,-80.1937,27.23,86,72,0.45,US,1731365892
509,bereznik,62.8551,42.7072,-0.73,84,92,3.88,RU,1731366321
510,brookings,44.3114,-96.7984,5.66,69,0,2.57,US,1731366322
511,tughyl,47.7252,84.2063,5.18,77,100,5.3,KZ,1731366323
512,uliastay,47.7417,96.8444,-9.99,75,30,3.23,MN,1731366324
513,cedar falls,42.5278,-92.4455,6.77,68,67,1.34,US,1731366111
514,alibag,18.6411,72.8792,24.67,55,3,3.14,IN,1731366326
515,kavieng,-2.5744,150.7967,29.14,69,79,3.88,PG,1731366328
516,lamar,33.6668,-95.5836,21.95,51,0,1.99,US,1731366329
517,lauro de freitas,-12.8944,-38.3272,25.01,88,75,1.54,BR,1731366122
518,nungwi,-5.7265,39.2987,26.88,79,26,2.48,TZ,1731366331
519,nemuro,43.3236,145.575,6.77,69,71,4.12,JP,1731366332
520,dunedin,-45.8742,170.5036,12.56,62,0,3.12,NZ,1731366136
521,ilhabela,-23.7781,-45.3581,20.73,89,2,2.67,BR,1731366334
522,kharp,66.8014,65.8081,-15.07,94,78,1.24,RU,1731366335
523,tshikapa,-6.4167,20.8,20.81,90,4,0.48,CD,1731366336
524,nago,26.5881,127.9761,24.74,88,80,4.72,JP,1731366337
525,guarabira,-6.8547,-35.49,23.32,75,76,2.41,BR,1731365814
526,juneau,58.3019,-134.4197,4.67,100,93,1.25,US,1731366191
527,williams lake,52.1415,-122.1445,6.76,88,75,3.09,CA,1731366340
528,bulungu,-4.55,18.6,20.24,97,18,0.34,CD,1731366341
529,la villa del rosario,10.3258,-72.3134,26.15,78,53,3.03,VE,1731366342
530,spearfish,44.4908,-103.8594,14.04,76,0,1.54,US,1731366343
531,turochak,52.2576,87.1224,-4.83,92,100,5.19,RU,1731366345
532,nacala,-14.5428,40.6728,25.51,87,29,3.23,MZ,1731366346
533,port douglas,-16.4833,145.4667,27.18,70,40,3.4,AU,1731366347
534,novodvinsk,64.4165,40.8122,0.86,90,100,3.85,RU,1731366348
535,maintirano,-18.0667,44.0167,26.7,81,0,4.8,MG,1731366349
536,flin flon,54.7682,-101.865,-1.09,86,100,4.63,CA,1731366350
537,martuk,50.7475,56.5056,-7.24,95,14,0.95,KZ,1731366351
538,tiruchchendur,8.4833,78.1167,26.37,76,3,1.79,IN,1731366308
539,lospalos,-8.5186,127.0025,25.98,62,72,2.07,TL,1731366354
540,acapulco de juarez,16.8634,-99.8901,29.9,74,40,2.06,MX,1731366309
541,choibalsan,48.0667,114.5,-8.73,88,12,1.56,MN,1731366356
542,ipora,-16.4419,-51.1178,24.46,77,28,1.54,BR,1731366357
543,bel ombre,-4.6167,55.4167,26.91,89,75,0.51,SC,1731366358
544,middelburg,-25.7751,29.4648,15.11,84,100,1.5,ZA,1731366359
545,pudasjarvi,65.3833,26.9167,0.91,93,100,1.83,FI,1731366360
546,ishigaki,24.3448,124.1572,25.07,94,75,4.63,JP,1731366362
547,tambacounda,13.7539,-13.7586,27.71,20,96,1.96,SN,1731366363
548,kalianget,-7.05,113.9333,28.09,72,96,1.63,ID,1731366364
549,san patricio,28.017,-97.5169,28.97,49,36,2.79,US,1731366365
550,jasrasar,28.298,74.8093,21.17,30,0,1.42,IN,1731366366
551,suva,-18.1416,178.4415,27.71,78,75,5.14,FJ,1731366367
552,sault ste. marie,46.5168,-84.3333,3.16,70,40,7.2,CA,1731366255
